job_id,title,job_field,company,salary_max,salary_min,salary_negotiable,location_city,posted_date,skills,industry,job_level,source
tcv_0022,Công nghệ thông tin khác,Other,Công ty Cổ phần The First One,12000000.0,10000000.0,0.0,Hà Nội,13/09/2025,"['lập trình', 'giải quyết vấn đề', 'tư duy logic', 'kiến thức về cấu trúc dữ liệu và giải thuật', 'gỡ lỗi (debugging)']","['it - phần mềm', 'tiếng nhật jlpt n3']",Junior,TopCV
tcv_0023,Data Engineer,Developer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,26000000.0,26000000.0,0.0,Hà Nội,10/09/2025,"['python', 'sql', 'etl', 'data warehousing', 'data modeling']",[],Junior,TopCV
tcv_0024,Backend Developer,Developer,Công Ty Cổ Phần Aggregatori Capaci,0.0,0.0,1.0,Hà Nội,10/09/2025,"['java', 'spring framework (spring boot, spring mvc)', 'database design and development (sql or nosql)', 'restful api design and development']",['it - phần mềm'],Mid,TopCV
tcv_0025,Software Engineer,Developer,FPT IS,0.0,0.0,1.0,"Hà Nội, Hồ Chí Minh",07/09/2025,"['java', 'restful apis', 'object oriented programming (oop)', 'spring framework (spring boot, spring mvc, spring data)', 'database (sql or nosql)']",[],Junior,TopCV
tcv_0026,Manual Tester,Tester,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CODEE,22000000.0,22000000.0,0.0,Hà Nội,30/09/2025,"['phân tích yêu cầu', 'viết testcase', 'thực hiện test case', 'báo cáo lỗi (bug report)', 'kiểm thử phần mềm (functional testing, regression testing)']",[],Junior,TopCV
tcv_0027,Mobile Developer,Developer,CÔNG TY TNHH CÔNG NGHỆ 44+,20000000.0,15000000.0,0.0,Hà Nội,11/09/2025,"['xử lý dữ liệu json, xml', 'quản lý phiên bản git', 'hiểu biết về kiến trúc phần mềm mvc, mvvm', 'swift (ios) hoặc kotlin java (android)', 'kiến thức về các api restful', 'kinh nghiệm triển khai ứng dụng lên app store google play']","['it - phần mềm', 'tiếng anh đọc hiểu']",Junior,TopCV
tcv_0028,Software Engineer,Developer,Bệnh Viện Đa Khoa Quốc Tế Thu Cúc – Chi Nhánh Công Ty Cổ Phần Y Khoa & Thẩm Mỹ Thu Cúc,25000000.0,25000000.0,0.0,Hà Nội,11/09/2025,"['java', 'sql', 'spring framework', 'restful apis', 'hibernate/jpa']","['it - phần mềm', 'y tế / dược phẩm']",Junior,TopCV
tcv_0029,UI/UX Design,Design,CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ BIGCODE,30000000.0,15000000.0,0.0,Hồ Chí Minh,20/09/2025,"['nghiên cứu người dùng', 'thiết kế ux (user experience)', 'thiết kế ui (user interface)', 'thiết kế wireframe và prototype', 'sử dụng thành thạo các công cụ thiết kế (figma, adobe xd, sketch)', 'kỹ năng quản lý dự án', 'kiến thức về thương mại điện tử', 'kỹ năng phân tích dữ liệu', 'kỹ năng thiết kế đồ họa (adobe photoshop, illustrator)', 'kỹ năng animation và micro interactions', 'kỹ năng user testing', 'kỹ năng viết content ux']","['it - phần mềm', 'thương mại điện tử', 'marketing / quảng cáo']",Junior,TopCV
tcv_0030,Fullstack Developer,Developer,Công Ty Cổ Phần Công Nghiệp Weldcom,25000000.0,15000000.0,0.0,Hà Nội,22/09/2025,"['css', 'html', 'javascript', 'kiến trúc phần mềm', 'một ngôn ngữ lập trình backend (ví dụ: python, java, node.js, php, ruby)', 'fullstack developer']","['it - phần mềm', 'tiếng anh giao tiếp cơ bản', 'tuổi 22 - 40']",Junior,TopCV
tcv_0031,Kinh doanh phần mềm,Sales,CÔNG TY TNHH TRUYỀN THÔNG ADTIMIN,30000000.0,30000000.0,0.0,Hồ Chí Minh,20/09/2025,[],"['online sales', 'b2b']",Intern,TopCV
tcv_0032,Công nghệ thông tin khác,Other,CÔNG TY CỔ PHẦN HOBI VIỆT NAM,18000000.0,10000000.0,0.0,Hà Nội,30/09/2025,"['quản lý cơ sở dữ liệu (sql, nosql)', 'kiến thức về html, css, javascript', 'an ninh mạng và bảo mật website', 'khắc phục sự cố và bảo trì website', 'sử dụng các công cụ quản trị web (cpanel, plesk, v.v.)']","['it - phần mềm', 'marketing / quảng cáo']",Junior,TopCV
tcv_0033,Fullstack Developer,Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,20000000.0,12000000.0,0.0,Hà Nội,15/09/2025,"['css', 'html', 'javascript', 'một framework frontend (react, angular, vue.js)', 'một framework backend (node.js, python django, ruby on rails, php laravel)']",['it - phần mềm'],Junior,TopCV
tcv_0034,Software Engineer,Developer,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,0.0,0.0,1.0,Hồ Chí Minh,13/09/2025,"['.net', 'git', 'mongodb', 'oop', 'redis', 'kafka', 'rabbitmq', 'asp.net mvc', 'microservices', 'cloud platforms (aws, azure, gcp)', 'asp.net mvc web api', 'asp.net mvc hoặc asp.net core', '.net (c#, asp.net mvc, asp.net core)', 'frontend frameworks (react, angular, vue.js)']","['it - phần mềm', 'tuổi 25 - 40']",Mid,TopCV
tcv_0035,Solution Architect,DevOps,FPT Software,0.0,0.0,1.0,"Hà Nội, Hồ Chí Minh",21/09/2025,"['trí tuệ nhân tạo (ai)', 'xử lý ngôn ngữ tự nhiên (nlp)', 'học máy (machine learning)', 'học sâu (deep learning)', 'kiến trúc giải pháp']",[],Mid,TopCV
tcv_0036,Network Engineer,Developer,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,0.0,0.0,1.0,Hồ Chí Minh,21/09/2025,"['an ninh mạng', 'kiến thức về các giao thức mạng (tcp ip, bgp, ospf)', 'thiết kế mạng', 'cấu hình thiết bị mạng (routers, switches, firewalls)', 'giải quyết sự cố mạng', 'network design', 'network security', 'routing protocols (bgp, ospf, eigrp)', 'firewall management (cisco asa, palo alto)']","['an ninh mạng', 'it - phần cứng và máy tính', 'it - phần mềm']",Junior,TopCV
tcv_0037,Bán hàng kỹ thuật IT,Other,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,0.0,0.0,1.0,"Hồ Chí Minh, Hà Nội",21/09/2025,"['jplt n2', 'jplt n1', 'bán hàng', 'giao tiếp', 'thuyết phục', 'đàm phán', 'xây dựng mối quan hệ']","['direct sales', 'b2b', 'an ninh mạng', 'it - phần cứng và máy tính', 'it - phần mềm', 'có hỗ trợ data', 'tiếng nhật jlpt n2']",Mid,TopCV
tcv_0038,Kỹ thuật IT,Other,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,20000000.0,17000000.0,0.0,Hà Nam,21/09/2025,"['quản trị mạng', 'quản trị hệ thống', 'khắc phục sự cố phần cứng', 'khắc phục sự cố phần mềm', 'sao lưu và phục hồi dữ liệu']",['tiếng anh giao tiếp thành thạo'],Junior,TopCV
tcv_0039,Công nghệ thông tin khác,Other,CÔNG TY CỔ PHẦN HỆ THỐNG GIÁO DỤC NEW G,10000000.0,8500000.0,0.0,Hà Nội,30/09/2025,"['tư duy logic', 'giải quyết vấn đề', 'đọc hiểu tài liệu kỹ thuật', 'khả năng học hỏi nhanh', 'kiến thức về kỹ thuật cơ bản']",[],Intern,TopCV
tcv_0040,Software Engineer,Developer,"FOXLINK VIETNAM CO., LTD",28000000.0,22000000.0,0.0,Hồ Chí Minh,21/09/2025,"['it', 'microsoft', 'kiến thức sâu về hệ thống mes sfcs (ví dụ: rockwell, siemens, wonderware)']","['sản xuất ', 'công nghệ kỹ thuật', 'điện / điện tử / điện lạnh']",Mid,TopCV
tcv_0041,DevOps Engineer,Developer,Công ty Cổ phần Công nghệ KiotViet,35000000.0,20000000.0,0.0,Hà Nội,20/09/2025,"['linux system administration', 'cloud computing (aws, azure, gcp)', 'containerization (docker, kubernetes)', 'ci cd pipelines (jenkins, gitlab ci, circleci)', 'infrastructure as code (terraform, ansible, chef)']",[],Junior,TopCV
tcv_0042,Data Analyst,Data,CÔNG TY CỔ PHẦN THƯƠNG MẠI PRINTERVAL,70000000.0,50000000.0,0.0,Hà Nội,21/09/2025,"['phân tích dữ liệu', 'quản lý dự án', 'trực quan hóa dữ liệu', 'lập kế hoạch chiến lược', 'xây dựng báo cáo']",['thương mại điện tử'],Mid,TopCV
tcv_0043,Công nghệ thông tin khác,Other,Công ty Cổ phần Tasco Auto,0.0,0.0,1.0,Hà Nội,20/09/2025,"['giao tiếp', 'giải quyết vấn đề', 'hướng dẫn khách hàng', 'kiến thức sản phẩm dịch vụ', 'quản lý thời gian']",[],Junior,TopCV
tcv_0044,Head of Engineering,Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH OXII,40000000.0,40000000.0,0.0,Hà Nội,31/10/2025,"['phát triển phần mềm nhúng', 'lập trình c c++', 'kiến trúc hệ thống nhúng', 'gỡ lỗi và kiểm thử phần mềm nhúng', 'quản lý dự án']","['it - phần cứng và máy tính', 'it - phần mềm', 'điện / điện tử / điện lạnh']",Mid,TopCV
tcv_0045,Kinh doanh phần mềm,Sales,CÔNG TY CỔ PHẦN CÔNG NGHỆ CHATBOT VIỆT NAM,44000000.0,23000000.0,0.0,"Hồ Chí Minh, Hà Nội",20/09/2025,"['bán hàng b2b', 'kinh nghiệm bán các giải pháp công nghệ', 'am hiểu về ai', 'giao tiếp', 'thuyết trình', 'lập kế hoạch kinh doanh', 'phân tích thị trường']","['direct sales', 'b2b', 'it - phần mềm', 'thương mại điện tử', 'có hỗ trợ data', 'tuổi 25 - 40']",Junior,TopCV
tcv_0046,Thiết kế đồ họa (Graphic Design),Design,Công ty Cổ phần MediaMart Việt Nam,15000000.0,13000000.0,0.0,Hà Nội,20/09/2025,"['khả năng làm việc độc lập và nhóm', 'sử dụng thành thạo phần mềm thiết kế đồ họa (photoshop, illustrator, indesign,...)', 'khả năng sáng tạo và tư duy hình ảnh tốt', 'hiểu biết về nguyên tắc thiết kế, bố cục, màu sắc, typography', 'khả năng giao tiếp và trình bày ý tưởng tốt', 'khả năng quản lý thời gian và làm việc dưới áp lực', 'hiểu biết về ux ui design', 'kỹ năng sử dụng phần mềm 3d (blender, cinema 4d,...)']",[],Junior,TopCV
tcv_0047,Thiết kế đồ họa (Graphic Design),Design,Văn phòng đại diện Everfit Technologies Inc tại thành phố ĐàNẵng,0.0,0.0,1.0,Hà Nội,31/10/2025,"['user research', 'wireframing', 'ui design', 'prototyping', 'ux design']",[],Mid,TopCV
tcv_0048,Software Tester (Automation & Manual),Developer,CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ ECOTEK,24000000.0,18000000.0,0.0,Hưng Yên,20/09/2025,"['kiến thức về kiểm thử phần mềm', 'kỹ năng phân tích yêu cầu', 'kỹ năng viết test case', 'kỹ năng thực hiện test', 'kỹ năng báo cáo lỗi', 'giao tiếp', 'kỹ năng phân tích rủi ro', 'kiến thức về các loại kiểm thử (ví dụ: kiểm thử hiệu năng, kiểm thử bảo mật)']","['it - phần mềm', 'tuổi 24 - 34']",Junior,TopCV
tcv_0049,Kinh doanh phần mềm,Sales,Công ty Cổ phần Đầu tư Nexus Việt Nam,25000000.0,15000000.0,0.0,Hồ Chí Minh,19/09/2025,"['bán hàng', 'giao tiếp', 'thuyết trình', 'xây dựng mối quan hệ', 'giải quyết vấn đề']","['direct sales', 'online sales', 'bán hàng tại cửa hàng/showroom', 'telesales', 'b2b', 'b2c', 'b2g']",Intern,TopCV
tcv_0050,Thiết kế đồ họa (Graphic Design),Design,Công ty Cổ Phần Hoa Liti,0.0,0.0,1.0,Hà Nội,20/09/2025,"['photoshop', 'thiết kế đồ họa', 'thiết kế', 'chỉnh sửa ảnh', 'phần mềm văn phòng', 'ae']",[],Junior,TopCV
tcv_0051,IT Helpdesk/IT support,Support,CÔNG TY TNHH PK SOLUTION VINA,30000000.0,20000000.0,0.0,Hà Nội,19/09/2025,"['quản lý đội nhóm', 'lập kế hoạch', 'giải quyết vấn đề', 'ra quyết định', 'giao tiếp', 'báo cáo', 'quản lý rủi ro']",['tuổi 30 - 40'],Mid,TopCV
tcv_0052,AI Engineer,Developer,Viettel IDC,0.0,0.0,1.0,Hà Nội,20/09/2025,"['thống kê', 'lập trình python', 'xử lý ngôn ngữ tự nhiên (nlp)', 'học máy (machine learning)', 'học sâu (deep learning)']","['it - phần mềm', 'điện toán đám mây (cloud)']",Mid,TopCV
tcv_0053,Bảo mật ứng dụng và phát triển,Security,CÔNG TY CỔ PHẦN BPO MẮT BÃO,24000000.0,20000000.0,0.0,Hồ Chí Minh,19/09/2025,"['phân tích nhật ký (log analysis)', 'giám sát an ninh (security monitoring)', 'phân tích cảnh báo (alert triage)', 'điều tra sự cố (incident investigation)', 'kiến thức về các mối đe dọa an ninh mạng (cyber threat awareness)']","['it - phần mềm', 'tiếng anh giao tiếp thành thạo']",Junior,TopCV
tcv_0054,Animation Design,Design,CÔNG TY TNHH LALAMOVE VIETNAM,0.0,0.0,1.0,Hồ Chí Minh,19/09/2025,"['thiết kế đồ họa', 'animation', 'after effects', 'adobe premiere', 'tư duy sáng tạo']","['logistic / vận tải', 'marketing / quảng cáo']",Junior,TopCV
tcv_0055,Thiết kế đồ họa (Graphic Design),Design,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THIÊN ĐƯỜNG ẨM THỰC,14000000.0,12000000.0,0.0,Hồ Chí Minh,19/09/2025,"['khả năng làm việc độc lập và nhóm', 'khả năng sáng tạo và tư duy hình ảnh tốt', 'sử dụng thành thạo phần mềm thiết kế đồ họa (photoshop, illustrator, indesign)', 'khả năng giao tiếp và trình bày ý tưởng', 'hiểu biết về nguyên tắc thiết kế (màu sắc, bố cục, typography)']","['thực phẩm / đồ uống', 'marketing / quảng cáo', 'thiết kế / kiến trúc']",Junior,TopCV
tcv_0056,System Administrator,Infrastructure,Công Ty Cổ Phần VCCorp,27000000.0,11000000.0,0.0,Hà Nội,19/09/2025,"['linux system administration', 'networking fundamentals (tcp ip, dns, routing)', 'security best practices', 'haproxy configuration and management', 'load balancing concepts']",[],Junior,TopCV
tcv_0057,Thiết kế đồ họa (Graphic Design),Design,CÔNG TY CỔ PHẦN ĐÀO TẠO VÀ THIẾT KẾ AWE,0.0,0.0,1.0,Hà Nội,20/09/2025,[],[],Junior,TopCV
tcv_0058,Software Tester (Automation & Manual),Developer,Công ty Cổ phần viễn thông FPT,0.0,0.0,1.0,Hà Nội,19/09/2025,"['kiến thức về kiểm thử phần mềm', 'kinh nghiệm viết test case, test plan', 'kinh nghiệm sử dụng các công cụ kiểm thử tự động (selenium, junit, testng, cucumber, cypress,...)', 'kinh nghiệm lập trình (java, python, c#,...)', 'kinh nghiệm làm việc với hệ thống quản lý phiên bản (git)', 'khả năng học hỏi nhanh']",['it - phần mềm'],Junior,TopCV
tcv_0059,Thợ cơ khí,Other,Công ty Cổ Phần Công Nghệ Cao HTVG,0.0,0.0,1.0,Hưng Yên,25/09/2025,[],"['giờ hành chính', 'tuổi 18 - 39']",Intern,TopCV
tcv_0060,Chuyên viên IT Security,Security,Công ty Cổ phần viễn thông FPT,10000000.0,8000000.0,0.0,Gia Lai,30/09/2025,"['quản trị mạng', 'an ninh mạng', 'khắc phục sự cố hệ thống', 'kiến thức về phần cứng máy tính', 'cài đặt và cấu hình hệ thống']","['it - phần cứng và máy tính', 'viễn thông', 'tuổi 20 - 30']",Mid,TopCV
tcv_0061,QA Engineer,Developer,CÔNG TY TNHH KIMEI GLOBAL,0.0,0.0,1.0,Đà Nẵng,18/09/2025,"['kiến thức về quy trình kiểm thử phần mềm', 'kinh nghiệm viết test case, test plan', 'kinh nghiệm sử dụng các công cụ quản lý test (ví dụ: jira, testrail)', 'kinh nghiệm kiểm thử api', 'kinh nghiệm kiểm thử cơ sở dữ liệu']",['it - phần mềm'],Mid,TopCV
tcv_0062,Thiết kế đồ họa (Graphic Design),Design,Công ty TNHH ILABY Việt Nam,14000000.0,10000000.0,0.0,Hà Nội,19/09/2025,"['sáng tạo', 'khả năng làm việc độc lập và theo nhóm', 'sử dụng thành thạo phần mềm thiết kế (photoshop, illustrator, indesign)', 'tư duy thẩm mỹ', 'kỹ năng thiết kế đồ họa (typography, layout, color theory)']","['thiết kế / kiến trúc', 'may mặc / thời trang']",Junior,TopCV
tcv_0063,Kinh doanh phần mềm,Sales,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NINA,0.0,0.0,1.0,Hồ Chí Minh,11/09/2025,"['kỹ năng giao tiếp', 'kỹ năng làm việc nhóm', 'kỹ năng nghiên cứu', 'khả năng học hỏi nhanh', 'kỹ năng phân tích vấn đề', 'kỹ năng giải quyết vấn đề', 'kỹ năng quản lý thời gian', 'kỹ năng xây dựng mối quan hệ', 'kỹ năng thu thập thông tin']","['telesales', 'online sales', 'direct sales', 'b2c', 'b2b', 'b2g', 'it - phần mềm', 'thương mại điện tử', 'marketing / quảng cáo', 'có hỗ trợ data', 'giọng miền nam', 'phát âm chuẩn', 'diễn đạt trôi chảy', 'giọng miền trung', 'giọng miền bắc', 'tuổi 19 - 28']",Intern,TopCV
tcv_0064,Chuyên viên IT Security,Security,Công Ty TNHH LG CNS VIỆT NAM,0.0,0.0,1.0,Hải Phòng,30/09/2025,"['kiến thức về bảo mật thông tin (information security)', 'kiến thức về hệ thống mạng (networking)', 'phân tích rủi ro (risk analysis)', 'quản lý sự cố bảo mật (security incident management)', 'kiến thức về các hệ điều hành (operating systems)', 'kỹ năng giao tiếp tốt', 'ngôn ngữ tiếng anh', 'kiến thức về an ninh đám mây (cloud security)', 'kiến thức về phân tích dữ liệu bảo mật (security data analysis)', 'kiến thức về các hệ thống quản lý bảo mật (security information and event management siem)']","['it - phần mềm', 'it - phần cứng và máy tính']",Mid,TopCV
tcv_0065,Thiết kế đồ họa (Graphic Design),Design,Công ty CP Kinh doanh F88,0.0,0.0,1.0,Hà Nội,18/09/2025,"['kỹ năng sáng tạo', 'kỹ năng biên tập video', 'kỹ năng dựng phim', 'kỹ năng quay phim', 'sử dụng thành thạo các phần mềm dựng phim (adobe premiere, after effects, final cut pro)']",['marketing / quảng cáo'],Junior,TopCV
tcv_0066,Công nghệ thông tin khác,Other,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI THIẾT BỊ TUẤN PHÁT,0.0,0.0,1.0,Hà Nội,18/09/2025,"['quản lý điều hành', 'lãnh đạo', 'giải quyết vấn đề', 'tư duy chiến lược', 'ra quyết định']","['an ninh mạng', 'tài chính', 'công nghệ kỹ thuật']",Junior,TopCV
tcv_0067,Concept Artist,Design,CÔNG TY TNHH HOPPER VIỆT NAM,0.0,0.0,1.0,Hồ Chí Minh,18/09/2025,"['3d artist', '2d animation', 'character design', 'photoshop/gimp', 'sprite creation', 'game asset creation']",[],Intern,TopCV
tcv_0068,Thiết kế đồ họa (Graphic Design),Design,CÔNG TY TNHH ZTM GLOBAL,15000000.0,9000000.0,0.0,Hồ Chí Minh,18/09/2025,"['thiết kế đồ họa', 'sáng tạo', 'sử dụng phần mềm thiết kế (photoshop, illustrator)', 'hiểu biết về typography', 'tư duy thẩm mỹ']",['thương mại điện tử'],Intern,TopCV
tcv_0069,Kỹ thuật viễn thông,Other,Công Ty TNHH MTV Viễn Thông Quốc Tế FPT,0.0,0.0,1.0,Hồ Chí Minh,19/09/2025,"['linux system administration', 'networking (tcp ip, routing, switching, firewalls)', 'openstack (nova, neutron, cinder, glance, keystone)', 'virtualization (kvm, xen, vmware)', 'cloud computing concepts']",['điện toán đám mây (cloud)'],Junior,TopCV
tcv_0070,Thiết kế đồ họa (Graphic Design),Design,CÔNG TY CỔ PHẦN PVA PRO,10000000.0,8000000.0,0.0,Hồ Chí Minh,18/09/2025,"['sáng tạo', 'thẩm mỹ', 'sử dụng thành thạo phần mềm thiết kế (photoshop, illustrator, indesign, autocad, sketchup,...)', 'kỹ năng vẽ tay (tùy chuyên môn)', 'tư duy hình ảnh', 'hiểu biết về in ấn và vật liệu (tùy chuyên môn)']","['thiết kế / kiến trúc', 'sản xuất ', 'tiếng anh giao tiếp thành thạo', 'tuổi 22 - 26']",Junior,TopCV
tcv_0071,Thiết kế đồ họa (Graphic Design),Design,Công ty TNHH XNK Cầu Nối Việt,16000000.0,12000000.0,0.0,Hà Nội,18/09/2025,[],[],Junior,TopCV
tcv_0072,Thiết kế đồ họa (Graphic Design),Design,CÔNG TY CỔ PHẦN DU LỊCH VÀ DỊCH VỤ LALAGO,12000000.0,8000000.0,0.0,Hà Nội,18/09/2025,"['khả năng làm việc độc lập và nhóm', 'kiến thức về nguyên tắc thiết kế (màu sắc, bố cục, typography)', 'khả năng sáng tạo và tư duy hình ảnh', 'sử dụng thành thạo phần mềm thiết kế đồ họa (photoshop, illustrator, indesign)', 'khả năng giao tiếp và trình bày ý tưởng']","['marketing / quảng cáo', 'thiết kế / kiến trúc']",Junior,TopCV
tcv_0073,Automation Tester,Tester,"TECHVIFY SOFTWARE., JSC",0.0,0.0,1.0,Hà Nội,18/09/2025,"['kiến thức về kiểm thử tự động', 'kinh nghiệm quản lý nhóm', 'lập kế hoạch kiểm thử', 'thiết kế test case tự động', 'phân tích kết quả kiểm thử']",[],Mid,TopCV
