Gia_tri,So_luong
Chuyên Viên Quản Lý Dự Án (Mã: Gpcntt.pm.cv2),1
Lập Trình Viên Phát Triển Ứng Dụng Tự Động Hóa Dữ Liệu,1
Chuyên viên Quản Lý Dự Án Công Nghệ (PM),1
Lập Trình Viên Frontend (Frontend Dev),1
Lập Trình Viên BackEnd (BackEnd Dev),1
IT Support Engineer,1
Nhân Viên Quản Lý Dữ Liệu Kỹ Thuật,1
Business Analyst (Salesforce & eCommerce Website),1
IT Specialist,1
Software Engineer (Motion Control),1
Foxconn Tuyển Gấp Kỹ Sư RF Radio Frequency Engineer,1
UI Designer - Up to 30 Months Salary Onboarding,1
Senior Data Engineer (Up to 50Mil VND),1
Lead Automation & AI System Engineer,1
IT Engineer (Kỹ Sư IT),1
Software Developer (Fresher and Junior),1
Head of IT/IS Department,1
Chuyên Viên Rủi Ro Công Nghệ - IT Risk Specialist - Khối Công Nghệ Thông Tin (HO25.349),1
Chuyên Gia Phân Tích Dữ Liệu và Báo Cáo,1
IT Comtor Tiếng Nhật,1
Kỹ Sư Thiết Kế Phần Cứng - Lương Tới 2.000$,1
IT Maintenance Engineer,1
"Chuyên Viên ESG (ISO 45001, SA8000, ISO 14001)",1
"Avp, Information Security",1
".NET Backend Technical Lead, Supply Chain Management System (Up to 30 Months of Salary Per Year, Total Annual Compensation Over $70,000)",1
"Frontend Technical Lead (React/nextjs), Supply Chain Management System",1
".NET Backend Technical Lead, Storefront Ecommerce Platform (Total Annual Compensation $85,000)",1
GIS Support,1
Gia Nhập Vũ Trụ Công Nghệ Viettel - Vị Trí: Project Manager,1
IT Engineer/ Kỹ Sư IT (Công Ty 100% Vốn Đầu Tư Đức),1
Business Analyst / Kỹ Sư Giải Pháp Nghiệp Vụ,1
Digital Payment Engagement Specialist,1
Chuyên Viên CNTT (Phụ Trách Chuyển Đổi Số),1
Chuyên Viên Phân Tích Dữ Liệu Bán Hàng (Thời Vụ 9 Tháng),1
Staff of IT Department - IT System Admin,1
Senior IT Manager/ IT Manager (Head of IT Dept),1
Consumer Innovation Center Manager,1
Senior Business Intelligence Analyst,1
Senior Manual Tester/ QC (Urgent),1
Senior QA,1
Chuyên Viên Phát Triển Phầm Mềm Fullstack,1
Collections Project Management Expert,1
Trưởng Phòng Dữ Liệu Tối Ưu – LV Tại Hà Nội,1
[Canon Quế Võ]_Tuyển Dụng Nhân Viên IT (Chấp Nhận Ứng Viên Mới Ra Trường),1
Phó Tổng Giám Đốc Khối Công Nghệ,1
Trưởng Bộ Phận / Trưởng Nhóm Phát Triển Dự Án,1
Kỹ Sư Hệ Thống – System Engineer,1
Chuyên Viên Quản Lý Dự Án,1
Fullstack Developer (Python / Java / ReactJS),1
Senior Application Developer,1
Head Of Data Architecture & Governance Department,1
"Senior Officer, IT Security (Life Insurance Project)",1
Nhân Viên IT - Phần Cứng (Hệ Thống Thông Tin và Mạng Máy Tính),1
QA Engineer – Software Quality Assurance,1
[Middle] Mobile Developer (Flutter) - Khối Công Nghệ Thông Tin (HO25.335),1
Senior Mobile Developer (Flutter) - Khối Công Nghệ Thông Tin (HO25.336),1
Chuyên Viên Cao Cấp Kiểm Thử Nghiệp Vụ Ngân Hàng Lõi - Senior Manual Tester - Khối Công Nghệ Thông Tin (HO25.340),1
Kỹ Sư Phát Triển Giải Pháp Oracle - Database Developer - Khối Công Nghệ Thông Tin (HO25.338),1
Chuyên Viên Phát Triển Khoa Học Dữ Liệu - Data Scientist - Khối Công Nghệ Thông Tin (HO25.341),1
"Middle/ Senior Fullstack (Java, Python & Frontend)",1
Investment Behavior & Experience Research,1
Senior IT Infrastructure,1
"Nhân Viên Phát Triển Phần Mềm (F/W) - (Làm Việc 4 Tháng Ở Hàn Quốc, Sau Đó Về Việt Nam)",1
DevSecOps Engineer - Khối Công Nghệ Thông Tin (HO25.309),1
Quality Engineer Lead (Up to 30 Months of Salary Annually),1
"Senior Data Engineer, Global E-Commerce Data Platform (Total Annual Compensation $40,000)",1
Phó Ban Phát Triển Dịch Vụ Mới (Upto 50Tr),1
Chuyên Viên Chính/ cao Cấp Cloud (Cloud Data Engineer),1
Kỹ Sư Vận Hành Dữ Liệu (Data Operations Engineer),1
Product Owner (Business Analyst),1
Chuyên Viên Kiểm Thử (Tester),1
IT Support – Kinh Nghiệm Từ 2 Năm Ở Vị Trí Tương Đương,1
Graphic and UI/UX Designer (US Market),1
Trưởng Bộ Phận Phần Mềm Hệ Thống (Backend),1
Flutter Developer,1
Customer Onboarding Specialist,1
Business Analyst cum Tester,1
"Data Scientist, Data & AI Team, Global eCommerce Platform. Total Annual Compensation: $70,000-$90,000",1
IT Application Support,1
Trưởng/ Phó Phòng Quản Lý Chất Lượng,1
Operations Team Lead (English Speaking - Up to 35),1
Kỹ Sư Phần Mềm Blockchain (Backend Engineer Middle/senior/senior++),1
"Senior AI Engineer, Data & AI Team, Global Ecommerce Platform",1
ERP Developer F&O,1
Branch IT Administrator,1
硬體系統營運主管 IT 主管 Vận Hành Hệ Thống Phần Cứng,1
Python Team Lead – Up to $3500,1
Senior QA - Up To $1500,1
"Senior Data Analyst, Data & AI Team, Global ECommerce Platform",1
Expert Backend Developer (AWS),1
Khám Phá Cơ Hội Phát Triển Sự Nghiệp & Định Cư Tại Phần Lan (Thông Qua Sự Kiện Offline 22/09/2025 Tại HCM & 24/09/2025 Tại HN),1
Trưởng Bộ Phận Hạ Tầng Công Nghệ Thông Tin (IT Infrastructure Manager),1
"DevSecOps Engineer (Competitive Base Salary, High Annual Bonuses)",1
Giám Đốc An Ninh Bảo Mật (Head Of Blockchain Security),1
Java Back-end Developer (Middle Level),1
IT Comtor (Korean Speaking),1
[JP 155] Kỹ Sư Phát Triển Ứng Dụng App Cho Hệ Thống FA,1
Senior/Middle QC Engineer/ Tester,1
Head of AI Engineering (Computer Vision),1
Kỹ Sư Chất Lượng (QA Engineer),1
Software Engineering - Kỹ Sư Phần Mềm,1
"Chuyên Viên, Chuyên Viên Cao Cấp Phân Tích Dữ Liệu và Xây Dựng Mô Hình Phát Hiện Gian Lận - Khối Quản Trị Rủi Ro (HO25.365)",1
Chuyên Viên QA (21 - 23 Triệu/ Tháng),1
AI Engineer (Computer Vision/ NPL/ LLM) - Khối Công Nghệ Thông Tin (HOLT.13),1
C/C++ Developer,1
Product Owner (PO) Edtech/ English Learning App - Salary Up to 40M VND Net/month,1
Business Analyst Edtech / English Learning App - Salary Up to 22M VND Net/month,1
UI/UX Designer (Figma) Edtech/ English Learning App - Salary Up to 32M VND Net/month,1
Data Engineer (9-Month Contract),1
IT Deputy Manager,1
Senior Low-Code Product Owner,1
SEO Specialist,1
Sharepoint Specialist,1
Unit Head of Data & Business Analytics,1
Tuyển Gấp Kỹ Sư Cầu Nối Tiếng Nhật N2 (BrSE Japanese Speaking) (Senior & Team Leader),1
Chuyên Viên/Nhân Viên Quản Trị Cơ Sở Dữ Liệu Oracle (DBA),1
IT Supervisor (System Administrator),1
Back-end Developer (Java),1
R&D Engineer (Embedded Software),1
Business Intelligence Analyst (Data & Strategy),1
Business Analysis Officer,1
Chuyên viên Cao cấp Kiểm thử nghiệp vụ Ngân hàng Lõi - Senior Manual Tester (Test Lead) - Khối Công nghệ thông tin (HO25.339),1
Kỹ Sư AI NLP,1
Chuyên Viên Phân Tích Nghiệp Vụ (BA),1
Firmware Engineer (Kỹ Sư Lập Trình Nhúng),1
Solution Engineer (JavaScript),1
Kĩ Sư Quản Trị Mạng Network (Upto 40 Triệu),1
Chuyên Gia Quản Lý Tuân Thủ,1
Kỹ Sư Phân Tích Dữ Liệu,1
Kỹ Sư Dữ Liệu - Data Engineer,1
Chuyên Viên Chính/ Cao Cấp Quản Trị Dự Án - Khối Công Nghệ Thông Tin,1
Quality Control Specialist,1
Senior IT Budget and Vendor Management Specialist,1
Japanese-Speaking IT Engineer (System / Network / Application) – Bridge Role - Lương Upto 60Tr/tháng,1
Data Mart Specialist,1
Chuyên Viên Quản Trị Mạng Kết Nối - Network Administrator - Khối Công Nghệ Thông Tin (HO25.337),1
Business Intelligence Engineer (Open for fresher),1
IT Support,1
Nhân Viên Quản Trị Hệ Thống,1
Chuyên viên Nghiên cứu ứng dụng Trí tuệ nhân tạo (AI),1
IT Developer,1
Software Engineer (Web Developer),1
"Senior Specialist, IT Technical Support",1
Management Information System (MIS) Section Manager Cum MIS Manager of Foster Vietnam Group,1
Chuyên Gia Cao Cấp Kiến Trúc Và Giải Pháp,1
Trợ Lý Giám Đốc,1
"Lập Trình Viên Phần Mềm ERP, CRM",1
IT Lead,1
IT Tech Service Specialist,1
Technical Support (IT/CS background - Training offered),1
Intern - Finance Automation,1
Chuyên Viên Công Nghệ Thông Tin (IT Helpdesk),1
"Fresher IT Customer Support (English Fluently, Up To 24Mil Gross)",1
Software Engineer (Mobile Developer),1
QC Executive (Ngành F&B),1
Senior Business Analyst/ Chuyên Viên Cao Cấp Phân Tích Kinh Doanh,1
IT Developer (Ecommerce Solution Develop),1
Product Owner (RPA Product),1
Lập Trình Viên NET,1
Technical Engineer Chuyên Viên Kỹ Thuật,1
Quản Lý Chuyển Đổi Số (ERP & Ứng Dụng Công Nghệ),1
Junior Business Analyst (BA),1
Data Management Department Manager,1
Senior Engineering Manager,1
SAP S/4Hana & Successfactors Functional Consultant (Experienced Staff to Manager),1
SAP S/4HANA & SuccessFactors Functional Consultant (Experienced Staff to Manager),1
"Information Security Engineer (Networking,system,risk)",1
Quality Assurance (QA) - Khối Dữ Liệu (HO25.356),1
Kỹ Sư Dữ Liệu - Data Engineer - Data Engineer - Khối Dữ Liệu (HO25.353),1
SAP S/4Hana & Successfactors Technical Consultant (Experienced Staff to Manager),1
SAP ABAP Consultant (Intern to Staff),1
SAP ABAP Consultant (Intern to staff),1
SAP S/4HANA & SuccessFactors Technical Consultant (Experienced staff to Manager),1
Quản Lý Hệ Thống Dữ Liệu / Phân Tích Nghiệp Vụ Trong Lĩnh Vực Bán Lẻ (Retail),1
Chuyên Viên Phụ Trách Công Nghệ Thông Tin,1
Nhân Viên Hóa Chất,1
2D UI Artist Executive,1
Chuyên Viên Chinh Chính Sách Hệ Thống - Phụ Trách Chuyển Đổi Số & Hiện Đại Hoá Công Nghệ,1
Nhân Viên Xử Lý Dữ Liệu AI (English C1 - Không Yêu Cầu Kinh Nghiệm),1
"Executive, Sales Force Effectiveness",1
Application Support,1
MIS Executive,1
Chuyên Viên Trí Tuệ Nhân Tạo,1
Kỹ Sư An Ninh Hạ Tầng,1
(JP 170) Kỹ Sư Lập Trình App Quản Lý Nội Bộ (VB.NET),1
Product Management Specialist,1
Chuyên Viên admin quản lý dữ liệu Master Data,1
Java Software Developer - Nghỉ Thứ 7 & CN,1
IT Infrastructure Team Leader,1
DevSecOps Engineer - Fintech,1
Kỹ Sư Thiết Kế Phần Cứng,1
Lập Trình Viên Python,1
Lập Trình Mobile (Android),1
Kỹ Sư Khai Thác Vận Hành An Toàn Thông Tin,1
Lập Trình Viên Mobile (IOS),1
Kỹ Sư Devops,1
Middle Fullstack Nodejs,1
Lập Trình Viên Mobile (Flutter),1
"RPA Developer (Automation Anywhere, Power Automate)",1
D365 FO Functional Consultant,1
Kỹ Sư Kiểm Thử (Tester),1
HO - Workforce Analytics & Organization Planning Manager,1
Nhân Viên Phát Triển Tài Liệu Số,1
Product Owner - EVO,1
[VN-176] Kỹ Sư Phần Mềm Nhúng - Thiết Bị Y Tế - Hệ Điều Hành Thời Gian Thực - Phát Triển UI,1
Infrastructure Officer - Nhân Viên Hạ Tầng Công Nghệ,1
BI Developer/ Data Analyst (Salary 30M++) 5 Working Days/ Week,1
Nhân Viên It Phát Triển Phần Mềm,1
Senior Backend Engineer (Node.js / Typescript),1
"Chuyên Gia, Chuyên Viên Cao Cấp Kiến Trúc Ứng Dụng - Solution Architect - Khối Công Nghệ Thông Tin (HOLT.10)",1
"MB Trainee - AI Engineer (Fresher, Intern) - Khối Công Nghệ Thông Tin (HOLT.14)",1
"(Middle, Senior) FullStack Developer - Khối Công Nghệ Thông Tin (HOLT.12)",1
Frontend Engineer,1
Kỹ Sư Lập Trình Nhúng,1
Chuyên Viên Mô Hình và Phân Tích Nâng Cao - Data Scientist - Modeling and Advanced Analytics - Khối Dữ Liệu (HOLT.07),1
Crypto Trading Analyst (Research-Focused),1
Senior Business Analyst (Monetization),1
Nhân Viên Phân Tích Nghiệp Vụ Và Kiểm Thử Phần Mềm,1
Odoo Website Developer,1
[SSID] Business Analyst,1
Senior Officer - Project Manager - IT Department,1
Chuyên Viên Tích Hợp Giải Pháp AI (AI Integration Specialist),1
Transformation Manager,1
Kỹ Sư Bảo Mật Mạng (Security Engineer),1
Senior Golang Back-end Engineer,1
Quality Validation Assistant Manager,1
Chuyên Viên Kiểm Soát Chất Lượng (QA) - Lương Upto 30M,1
(VN 169) Kỹ Sư Lập Trình CAM,1
Data Scientist - Credit Risk Modeling,1
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst) - Lĩnh Vực BĐS & Kỹ Thuật,1
Senior AI Prompt Engineer,1
Quản Lý Vận Hành (Marketing),1
Kỹ Sư Kiểm Thử Tự Động (Automation Testing Engineer),1
"MES, ERP Engineer - Nhân Viên Hệ Thống MES, ERP",1
Chuyên Viên Xây Dựng & Cải Tiến Quy Trình Hệ Thống,1
Kỹ Sư Khoa Học Dữ Liệu (Data Scientist),1
"Lập Trình Viên Java (HN, DNG, Hải Phòng, Đồng Tháp)",1
Business Intelligence Analyst,1
Product Designer / UI UX Designer,1
Trung tâm Công nghệ thông tin PVI tuyển 02 Kỹ Sư Phát Triển Ứng Dụng,1
Data Analytics Associate,1
Công Ty Cpxhtn Thiên Minh - Chuyên Viên Khoa Học Dữ Liệu Cao Cấp (Senior Data Scientist),1
Sales Transformation Project Management Specialist,1
Solution Architect / Senior Consultant,1
Kỹ Sư Công Nghệ Thông Tin,1
IT Project Manager (ERP Domain),1
Senior SAP FI Consultant,1
Kỹ Sư Tư Vấn Giải Pháp,1
Senior SAP SD Consultant,1
"Account Manager / Customer Success Manager (Cloud, GenAI)",1
IT Support Specialist,1
Nhân Viên Vận Hành Phần Mềm & Phân Tích Nghiệp Vụ (BA),1
Senior AI Engineer,1
Data Engineer (Salary 50M++) 5 Working Days/ Week,1
Senior Communication Designer,1
Chuyên Viên IT - Kĩ Sư MIS,1
Channel Marketing Specialist,1
Chuyên Viên Hỗ Trợ Ứng Dụng,1
"Software Engineer C++/C# (Automation Machine, Bac Ninh)",1
Mechanical Design Engineer - Automation Machine (Bac Ninh),1
Back-End Engineer Expert (Java),1
Project Coordinator,1
(Senior) QMS Engineer,1
Business Intelligence/Data Analytics Manager,1
[Canon Tiên Sơn]_Tuyển Dụng Nhân Viên IT (Chấp Nhận Ứng Viên Mới Tốt Nghiệp),1
IT System & Network Administrator,1
[Canon Thăng Long]_Tuyển Dụng Nhân Viên IT (Chấp Nhận Ứng Viên Mới Tốt Nghiệp),1
Chuyên Viên Quản Trị Hệ Thống Mạng (Network) - Mã Số: Vhqt-04,1
Chuyên Viên Kiểm Thử Phần Mềm - Mã Số: Qldv-03,1
Chuyên Viên Khoa Học Dữ Liệu DS - Mã Số: Ptud-05,1
Chuyên Viên Quản Trị Cơ Sở Dữ Liệu (DBA) - Mã Số: Vhqt-01,1
Chuyên Viên Kiến Trúc Giải Pháp SA - Mã Số: Ptud-06,1
Chuyên Viên Dữ Liệu (DE) - Mã Số: Ptud-04,1
Chuyên Viên Lập Trình Backend - Mã Số: Ptud-01,1
Chuyên Viên Kiểm Thử An Toàn Ứng Dụng (Pentest) - Mã Số: Anbm-02,1
Chuyên Viên Đảm Bảo An Toàn Thông Tin Mạng - Mã Số: Anbm-01,1
Business Analyst (Ecommerce/marketplace/omnichannel),1
Kỹ Sư Cầu Nối Tiếng Nhật (Brse_N1),1
MIS Leader (Trưởng Nhóm Quản Trị Cơ Sở Dữ Liệu),1
(JP 168) Lập Trình App IOS Android- App Developer,1
Nhân Viên Phát Triển Phần Mềm Developer,1
Chuyên Gia Quản Trị Rủi Ro Thông Tin/ Information Risk Management Expert,1
